id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,section_prefixe
2018-743301,10/12/2018,1,Vente,172000,7,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0059,None,None,23,63.09,None,nan,None,None,None,None,None,None,1,2,Appartement,64,3,None,None,None,None,nan,2.644406,48.844072,000AE
2018-743301,10/12/2018,1,Vente,172000,7,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0059,None,None,120,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.644406,48.844072,000AE
2018-743274,7/12/2018,1,Vente,195000,6,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0091,None,None,137,74.35,None,nan,None,None,None,None,None,None,1,2,Appartement,74,3,None,None,None,None,nan,2.642604,48.844414,000AE
2018-743274,7/12/2018,1,Vente,195000,6,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0091,None,None,159,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.642604,48.844414,000AE
2018-742961,30/11/2018,1,Vente,1,nan,None,RUE DE PARIS,390,77200,77468,Torcy,77,None,None,77468000AE0205,None,None,None,nan,None,nan,None,None,None,None,None,None,0,None,None,nan,nan,S,sols,None,None,9,2.643598,48.849513,000AE
2018-742961,30/11/2018,1,Vente,1,nan,None,RUE DE PARIS,390,77200,77468,Torcy,77,None,None,77468000AE0206,None,None,None,nan,None,nan,None,None,None,None,None,None,0,None,None,nan,nan,S,sols,None,None,50,2.643237,48.84947,000AE
2018-742961,30/11/2018,1,Vente,1,nan,None,RUE DE PARIS,390,77200,77468,Torcy,77,None,None,77468000AE0207,None,None,None,nan,None,nan,None,None,None,None,None,None,0,None,None,nan,nan,S,sols,None,None,1,2.643302,48.849472,000AE
2018-742961,30/11/2018,1,Vente,1,nan,None,RUE DE PARIS,390,77200,77468,Torcy,77,None,None,77468000AE0214,None,None,None,nan,None,nan,None,None,None,None,None,None,0,None,None,nan,nan,S,sols,None,None,298,2.642714,48.849404,000AE
2018-742961,30/11/2018,1,Vente,1,nan,None,PROM DU GALION,177,77200,77468,Torcy,77,None,None,77468000AE0122,None,None,None,nan,None,nan,None,None,None,None,None,None,0,None,None,nan,nan,S,sols,None,None,1455,2.641667,48.847022,000AE
2018-742961,30/11/2018,1,Vente,1,nan,None,PROM DU GALION,177,77200,77468,Torcy,77,None,None,77468000AE0146,None,None,None,nan,None,nan,None,None,None,None,None,None,0,None,None,nan,nan,S,sols,None,None,1427,2.643581,48.846778,000AE
2018-742961,30/11/2018,1,Vente,1,nan,None,RUE DE PARIS,390,77200,77468,Torcy,77,None,None,77468000AE0204,None,None,None,nan,None,nan,None,None,None,None,None,None,0,None,None,nan,nan,S,sols,None,None,125,2.643442,48.849517,000AE
2018-742961,30/11/2018,1,Vente,1,nan,None,LE QUINQUONCE,B040,77200,77468,Torcy,77,None,None,77468000AE0038,None,None,None,nan,None,nan,None,None,None,None,None,None,0,None,None,nan,nan,T,terres,None,None,820,2.641177,48.849415,000AE
2018-742961,30/11/2018,1,Vente,1,nan,None,RUE DE PARIS,390,77200,77468,Torcy,77,None,None,77468000AE0040,None,None,None,nan,None,nan,None,None,None,None,None,None,0,None,None,nan,nan,S,sols,None,None,38,2.643195,48.849493,000AE
2018-742447,12/11/2018,1,Vente,169000,3,None,ALL DE LA CARAVELLE,84,77200,77468,Torcy,77,None,None,77468000AE0158,None,None,27,64.83,36,nan,None,None,None,None,None,None,2,2,Appartement,66,3,None,None,None,None,nan,2.644128,48.846618,000AE
2018-742447,12/11/2018,1,Vente,169000,3,None,ALL DE LA CARAVELLE,84,77200,77468,Torcy,77,None,None,77468000AE0158,None,None,40,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.644128,48.846618,000AE
2018-744651,8/11/2018,1,Adjudication,71000,4,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0097,None,None,317,nan,None,nan,None,None,None,None,None,None,1,2,Appartement,19,1,None,None,None,None,nan,2.643909,48.844734,000AE
2018-742053,31/10/2018,1,Vente,250000,1,None,ALL LA PEROUSE,275,77200,77468,Torcy,77,None,None,77468000AE0021,None,None,13,nan,None,nan,None,None,None,None,None,None,1,1,Maison,91,4,S,sols,None,None,89,2.640977,48.847877,000AE
2018-741575,19/10/2018,1,Vente,255000,7,None,ALL DUMONT D URVILLE,127,77200,77468,Torcy,77,None,None,77468000AE0021,None,None,26,92.88,None,nan,None,None,None,None,None,None,1,1,Maison,91,4,S,sols,None,None,101,2.640977,48.847877,000AE
2018-741236,11/10/2018,1,Vente,224000,13,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0059,None,None,68,76.81,None,nan,None,None,None,None,None,None,1,2,Appartement,76,4,None,None,None,None,nan,2.644406,48.844072,000AE
2018-741236,11/10/2018,1,Vente,224000,7,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0059,None,None,88,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.644406,48.844072,000AE
2018-741093,5/10/2018,1,Vente,196260,2,None,RUE VICTOR HUGO,491,77200,77468,Torcy,77,None,None,77468000AE0057,None,None,34,67.21,None,nan,None,None,None,None,None,None,1,2,Appartement,69,3,None,None,None,None,nan,2.644865,48.84416,000AE
2018-741093,5/10/2018,1,Vente,196260,2,None,RUE VICTOR HUGO,491,77200,77468,Torcy,77,None,None,77468000AE0057,None,None,90,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.644865,48.84416,000AE
2018-741540,29/09/2018,1,Vente,107000,4,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0097,None,None,322,24.67,None,nan,None,None,None,None,None,None,1,2,Appartement,24,1,None,None,None,None,nan,2.643909,48.844734,000AE
2018-741540,29/09/2018,1,Vente,107000,2,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0097,None,None,422,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.643909,48.844734,000AE
2018-740229,12/09/2018,1,Vente,200000,8,None,CRS DE L ARCHE GUEDON,8,77200,77468,Torcy,77,None,None,77468000AE0002,None,None,203,66.22,None,nan,None,None,None,None,None,None,1,2,Appartement,67,3,None,None,None,None,nan,2.639724,48.848981,000AE
2018-740229,12/09/2018,1,Vente,200000,1,B,ALL DES VERGERS,489,77200,77468,Torcy,77,None,None,77468000AE0004,None,None,22,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.641593,48.849258,000AE
2018-740054,14/08/2018,1,Vente,98000,7,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0059,None,None,16,33.91,None,nan,None,None,None,None,None,None,1,2,Appartement,33,1,None,None,None,None,nan,2.644406,48.844072,000AE
2018-740054,14/08/2018,1,Vente,98000,7,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0059,None,None,131,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.644406,48.844072,000AE
2018-739742,4/08/2018,1,Vente,275000,12,None,ALL DES VERGERS,489,77200,77468,Torcy,77,None,None,77468000AE0015,None,None,8,91.25,None,nan,None,None,None,None,None,None,1,1,Maison,91,4,S,sols,None,None,74,2.639248,48.848453,000AE
2018-739053,6/07/2018,1,Vente,187000,6,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0091,None,None,118,58.93,None,nan,None,None,None,None,None,None,1,2,Appartement,59,3,None,None,None,None,nan,2.642604,48.844414,000AE
2018-739053,6/07/2018,1,Vente,187000,6,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0091,None,None,150,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.642604,48.844414,000AE
2018-737927,29/06/2018,1,Vente,195000,13,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0059,None,None,67,76.51,None,nan,None,None,None,None,None,None,1,2,Appartement,76,4,None,None,None,None,nan,2.644406,48.844072,000AE
2018-737927,29/06/2018,1,Vente,195000,7,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0059,None,None,87,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.644406,48.844072,000AE
2018-737849,26/06/2018,1,Vente,130000,6,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0091,None,None,130,57.71,None,nan,None,None,None,None,None,None,1,2,Appartement,57,3,None,None,None,None,nan,2.642604,48.844414,000AE
2018-737849,26/06/2018,1,Vente,130000,6,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0091,None,None,142,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.642604,48.844414,000AE
2018-737888,22/06/2018,1,Vente,205000,5,None,ALL PIROUETTE,441,77200,77468,Torcy,77,None,None,77468000AE0002,None,None,263,70.23,None,nan,None,None,None,None,None,None,1,2,Appartement,67,3,None,None,None,None,nan,2.639724,48.848981,000AE
2018-737888,22/06/2018,1,Vente,205000,1,B,ALL DES VERGERS,489,77200,77468,Torcy,77,None,None,77468000AE0004,None,None,8,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.641593,48.849258,000AE
2018-736459,27/04/2018,1,Vente,265000,5,None,ALL LA PEROUSE,275,77200,77468,Torcy,77,None,None,77468000AE0021,None,None,15,100.32,None,nan,None,None,None,None,None,None,1,1,Maison,118,5,S,sols,None,None,1,2.640977,48.847877,000AE
2018-736477,30/03/2018,1,Vente,185000,2,None,RUE VICTOR HUGO,491,77200,77468,Torcy,77,None,None,77468000AE0057,None,None,41,66.53,None,nan,None,None,None,None,None,None,1,2,Appartement,66,3,None,None,None,None,nan,2.644865,48.84416,000AE
2018-736477,30/03/2018,1,Vente,185000,2,None,RUE VICTOR HUGO,491,77200,77468,Torcy,77,None,None,77468000AE0057,None,None,84,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.644865,48.84416,000AE
2018-735350,27/03/2018,1,Vente,115000,6,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0091,None,None,111,29.06,None,nan,None,None,None,None,None,None,1,2,Appartement,28,1,None,None,None,None,nan,2.642604,48.844414,000AE
2018-735350,27/03/2018,1,Vente,115000,13,None,RUE VICTOR HUGO,491,77200,77468,Torcy,77,None,None,77468000AE0091,None,None,204,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.642604,48.844414,000AE
2018-735085,16/03/2018,1,Vente,134000,3,None,RUE CHARLES BAUDELAIRE,101,77200,77468,Torcy,77,None,None,77468000AE0061,None,None,245,50.66,None,nan,None,None,None,None,None,None,1,2,Appartement,52,2,None,None,None,None,nan,2.646012,48.843945,000AE
2018-735085,16/03/2018,1,Vente,134000,3,None,RUE CHARLES BAUDELAIRE,101,77200,77468,Torcy,77,None,None,77468000AE0061,None,None,309,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.646012,48.843945,000AE
2018-734897,22/02/2018,1,Vente,113000,6,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0091,None,None,115,27.75,None,nan,None,None,None,None,None,None,1,2,Appartement,27,1,None,None,None,None,nan,2.642604,48.844414,000AE
2018-734897,22/02/2018,1,Vente,113000,13,None,RUE VICTOR HUGO,491,77200,77468,Torcy,77,None,None,77468000AE0091,None,None,205,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.642604,48.844414,000AE
2018-734668,9/02/2018,1,Vente,214950,17,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0091,None,None,4,77.53,None,nan,None,None,None,None,None,None,1,2,Appartement,78,4,None,None,None,None,nan,2.642604,48.844414,000AE
2018-734668,9/02/2018,1,Vente,214950,13,None,RUE VICTOR HUGO,491,77200,77468,Torcy,77,None,None,77468000AE0091,None,None,218,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.642604,48.844414,000AE
2018-734668,9/02/2018,1,Vente,214950,17,B,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0091,None,None,73,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.642604,48.844414,000AE
2018-734634,6/02/2018,1,Vente,113400,3,None,RUE CHARLES BAUDELAIRE,101,77200,77468,Torcy,77,None,None,77468000AE0061,None,None,224,68.4,None,nan,None,None,None,None,None,None,1,2,Appartement,70,3,None,None,None,None,nan,2.646012,48.843945,000AE
2018-734634,6/02/2018,1,Vente,113400,1,None,RUE CHARLES BAUDELAIRE,101,77200,77468,Torcy,77,None,None,77468000AE0061,None,None,260,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.646012,48.843945,000AE
2018-734650,5/02/2018,1,Vente,187000,1,None,RUE CHARLES BAUDELAIRE,101,77200,77468,Torcy,77,None,None,77468000AE0061,None,None,212,79.39,None,nan,None,None,None,None,None,None,1,2,Appartement,80,4,None,None,None,None,nan,2.646012,48.843945,000AE
2018-734650,5/02/2018,1,Vente,187000,3,None,RUE CHARLES BAUDELAIRE,101,77200,77468,Torcy,77,None,None,77468000AE0061,None,None,291,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.646012,48.843945,000AE
2018-734188,18/01/2018,1,Vente,158000,7,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0059,None,None,15,61.55,None,nan,None,None,None,None,None,None,1,2,Appartement,60,2,None,None,None,None,nan,2.644406,48.844072,000AE
2018-734188,18/01/2018,1,Vente,158000,7,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0059,None,None,73,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.644406,48.844072,000AE
2018-733564,9/01/2018,1,Vente,155000,9,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0059,None,None,27,62.72,None,nan,None,None,None,None,None,None,1,2,Appartement,63,3,None,None,None,None,nan,2.644406,48.844072,000AE
2017-1084068,20/12/2017,1,Vente,192000,3,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0057,None,None,16,70.3,None,nan,None,None,None,None,None,None,1,2,Appartement,69,3,None,None,None,None,nan,2.644865,48.84416,000AE
2017-1084068,20/12/2017,1,Vente,192000,3,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0057,None,None,54,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.644865,48.84416,000AE
2017-1083618,1/12/2017,1,Vente,83000,4,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0097,None,None,321,19.5,None,nan,None,None,None,None,None,None,1,2,Appartement,19,1,None,None,None,None,nan,2.643909,48.844734,000AE
2017-1083346,30/11/2017,1,Vente,199000,3,None,ALL DE LA CARAVELLE,84,77200,77468,Torcy,77,None,None,77468000AE0158,None,None,24,80.88,34,nan,None,None,None,None,None,None,2,2,Appartement,80,4,None,None,None,None,nan,2.644128,48.846618,000AE
2017-1083346,30/11/2017,1,Vente,199000,3,None,ALL DE LA CARAVELLE,84,77200,77468,Torcy,77,None,None,77468000AE0158,None,None,46,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.644128,48.846618,000AE
2017-1083596,27/11/2017,1,Vente,175000,3,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0057,None,None,12,nan,None,nan,None,None,None,None,None,None,1,2,Appartement,69,3,None,None,None,None,nan,2.644865,48.84416,000AE
2017-1083596,27/11/2017,1,Vente,175000,3,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0057,None,None,58,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.644865,48.84416,000AE
2017-1082422,24/10/2017,1,Vente,203500,15,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0091,None,None,30,65.65,None,nan,None,None,None,None,None,None,1,2,Appartement,66,3,None,None,None,None,nan,2.642604,48.844414,000AE
2017-1082422,24/10/2017,1,Vente,203500,17,B,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0091,None,None,49,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.642604,48.844414,000AE
2017-1082794,20/10/2017,1,Vente,172000,6,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0091,None,None,124,47.85,None,nan,None,None,None,None,None,None,1,2,Appartement,47,2,None,None,None,None,nan,2.642604,48.844414,000AE
2017-1082794,20/10/2017,1,Vente,172000,6,None,RUE JULES VALLES,329,77200,77468,Torcy,77,None,None,77468000AE0091,None,None,145,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.642604,48.844414,000AE
2017-1081971,13/10/2017,1,Vente,179000,3,None,ALL DE LA CARAVELLE,84,77200,77468,Torcy,77,None,None,77468000AE0158,None,None,21,65.12,35,nan,None,None,None,None,None,None,2,2,Appartement,66,3,None,None,None,None,nan,2.644128,48.846618,000AE
2017-1081971,13/10/2017,1,Vente,179000,3,None,ALL DE LA CARAVELLE,84,77200,77468,Torcy,77,None,None,77468000AE0158,None,None,39,nan,None,nan,None,None,None,None,None,None,1,3,Dépendance,nan,0,None,None,None,None,nan,2.644128,48.846618,000AE
2017-1081875,22/09/2017,1,Vente,250000,10,None,CRS DE L ARCHE GUEDON,8,77200,77468,Torcy,77,None,None,77468000AE0002,None,None,204,115.21,None,nan,None,None,None,None,None,None,1,2,Appartement,111,6,None,None,None,None,nan,2.639724,48.848981,000AE
