SEP=;
"2017-1081090";"2017-08-30";"1";"Vente";"123900.0";"1.0";"None";"RUE CHARLES BAUDELAIRE";"0101";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0061";"None";"None";"210";"70.8";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"72.0";"3.0";"None";"None";"None";"None";"nan";"2.646012";"48.843945";"000AE"
"2017-1081090";"2017-08-30";"1";"Vente";"123900.0";"1.0";"None";"RUE CHARLES BAUDELAIRE";"0101";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0061";"None";"None";"261";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.646012";"48.843945";"000AE"
"2017-1081000";"2017-08-29";"1";"Vente";"93000.0";"4.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0097";"None";"None";"312";"19.0";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"19.0";"1.0";"None";"None";"None";"None";"nan";"2.643909";"48.844734";"000AE"
"2017-1080243";"2017-08-21";"1";"Vente";"155000.0";"6.0";"None";"CRS DE L ARCHE GUEDON";"0008";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0002";"None";"None";"1";"51.66";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"49.0";"2.0";"None";"None";"None";"None";"nan";"2.639724";"48.848981";"000AE"
"2017-1080243";"2017-08-21";"1";"Vente";"155000.0";"9001.0";"None";"RUE DU BEAUREGARD";"0042";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0002";"None";"None";"88";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.639724";"48.848981";"000AE"
"2017-1080110";"2017-08-04";"1";"Vente";"260000.0";"20.0";"None";"RUE DU BEAUREGARD";"0042";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0021";"None";"None";"9";"84.2";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"1";"Maison";"83.0";"3.0";"S";"sols";"None";"None";"68.0";"2.640977";"48.847877";"000AE"
"2017-1080033";"2017-07-25";"1";"Vente";"80000.0";"2.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0097";"None";"None";"215";"18.89";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"19.0";"1.0";"None";"None";"None";"None";"nan";"2.643909";"48.844734";"000AE"
"2017-1079477";"2017-07-20";"1";"Vente";"228263.0";"7.0";"None";"ALL PIROUETTE";"0441";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0002";"None";"None";"235";"83.06";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"81.0";"4.0";"None";"None";"None";"None";"nan";"2.639724";"48.848981";"000AE"
"2017-1079477";"2017-07-20";"1";"Vente";"228263.0";"1.0";"B";"ALL DES VERGERS";"0489";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0004";"None";"None";"34";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.641593";"48.849258";"000AE"
"2017-1078944";"2017-07-13";"1";"Vente";"150500.0";"7.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0059";"None";"None";"14";"52.91";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"53.0";"2.0";"None";"None";"None";"None";"nan";"2.644406";"48.844072";"000AE"
"2017-1078944";"2017-07-13";"1";"Vente";"150500.0";"7.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0059";"None";"None";"74";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.644406";"48.844072";"000AE"
"2017-1078182";"2017-06-23";"1";"Vente";"200000.0";"13.0";"None";"ALL PIROUETTE";"0441";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0002";"None";"None";"175";"71.87";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"67.0";"3.0";"None";"None";"None";"None";"nan";"2.639724";"48.848981";"000AE"
"2017-1078182";"2017-06-23";"1";"Vente";"200000.0";"1.0";"B";"ALL DES VERGERS";"0489";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0004";"None";"None";"24";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.641593";"48.849258";"000AE"
"2017-1077561";"2017-06-06";"1";"Vente";"194000.0";"3.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0057";"None";"None";"14";"64.04";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"69.0";"3.0";"None";"None";"None";"None";"nan";"2.644865";"48.84416";"000AE"
"2017-1077561";"2017-06-06";"1";"Vente";"194000.0";"3.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0057";"None";"None";"56";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.644865";"48.84416";"000AE"
"2017-1077833";"2017-05-24";"1";"Vente";"14000.0";"9001.0";"None";"RUE DU BEAUREGARD";"0042";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0002";"None";"None";"39";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.639724";"48.848981";"000AE"
"2017-1077143";"2017-05-19";"1";"Vente";"155000.0";"6.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"126";"47.5";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"47.0";"2.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2017-1077143";"2017-05-19";"1";"Vente";"155000.0";"17.0";"B";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"66";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2017-1075872";"2017-03-31";"1";"Vente";"125000.0";"5.0";"None";"ALL DUMONT D URVILLE";"0127";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0021";"None";"None";"25";"94.72";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"1";"Maison";"91.0";"4.0";"S";"sols";"None";"None";"101.0";"2.640977";"48.847877";"000AE"
"2017-1075559";"2017-03-23";"1";"Vente";"11500.0";"9001.0";"None";"RUE DU BEAUREGARD";"0042";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0002";"None";"None";"80";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.639724";"48.848981";"000AE"
"2017-1075805";"2017-03-17";"1";"Vente";"145980.0";"7.0";"None";"RUE CHARLES BAUDELAIRE";"0101";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0061";"None";"None";"207";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"83.0";"4.0";"None";"None";"None";"None";"nan";"2.646012";"48.843945";"000AE"
"2017-1075805";"2017-03-17";"1";"Vente";"145980.0";"3.0";"None";"RUE CHARLES BAUDELAIRE";"0101";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0061";"None";"None";"304";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.646012";"48.843945";"000AE"
"2017-1074812";"2017-02-27";"1";"Vente";"1.0";"nan";"None";"CRS DES LACS";"0273";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0178";"None";"None";"None";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"0";"None";"None";"nan";"nan";"S";"sols";"None";"None";"9113.0";"2.642658";"48.843639";"000AE"
"2017-1075322";"2017-02-25";"1";"Vente";"145000.0";"17.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"17";"48.0";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"46.0";"2.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2017-1075322";"2017-02-25";"1";"Vente";"145000.0";"17.0";"B";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"71";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2017-1076239";"2017-01-05";"1";"Adjudication";"134000.0";"21.0";"None";"ALL PIROUETTE";"0441";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0002";"None";"None";"63";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"87.0";"4.0";"None";"None";"None";"None";"nan";"2.639724";"48.848981";"000AE"
"2017-1076239";"2017-01-05";"1";"Adjudication";"134000.0";"9001.0";"None";"RUE DU BEAUREGARD";"0042";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0002";"None";"None";"76";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.639724";"48.848981";"000AE"
"2016-961998";"2016-12-29";"1";"Vente";"225000.0";"5.0";"None";"ALL PIROUETTE";"0441";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0002";"None";"None";"262";"85.52";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"82.0";"4.0";"None";"None";"None";"None";"nan";"2.639724";"48.848981";"000AE"
"2016-962136";"2016-12-29";"1";"Vente";"79500.0";"2.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0097";"None";"None";"227";"19.81";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"19.0";"1.0";"None";"None";"None";"None";"nan";"2.643909";"48.844734";"000AE"
"2016-961998";"2016-12-29";"1";"Vente";"225000.0";"1.0";"B";"ALL DES VERGERS";"0489";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0004";"None";"None";"7";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.641593";"48.849258";"000AE"
"2016-962545";"2016-12-24";"1";"Vente";"189000.0";"4.0";"None";"RUE VICTOR HUGO";"0491";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0057";"None";"None";"29";"69.26";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"69.0";"3.0";"None";"None";"None";"None";"nan";"2.644865";"48.84416";"000AE"
"2016-962545";"2016-12-24";"1";"Vente";"189000.0";"4.0";"None";"RUE VICTOR HUGO";"0491";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0057";"None";"None";"79";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.644865";"48.84416";"000AE"
"2016-961700";"2016-11-29";"1";"Vente";"264000.0";"18.0";"None";"ALL DES VERGERS";"0489";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0015";"None";"None";"5";"94.36";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"1";"Maison";"91.0";"4.0";"S";"sols";"None";"None";"1.0";"2.639248";"48.848453";"000AE"
"2016-961051";"2016-11-29";"1";"Vente";"1.0";"nan";"None";"RUE DU BEAUREGARD";"0042";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0208";"None";"None";"None";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"0";"None";"None";"nan";"nan";"S";"sols";"None";"None";"4431.0";"2.64209";"48.848264";"000AE"
"2016-961051";"2016-11-29";"1";"Vente";"1.0";"nan";"None";"ALL DE LA CARAVELLE";"0084";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0215";"None";"None";"None";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"0";"None";"None";"nan";"nan";"S";"sols";"None";"None";"3480.0";"2.643312";"48.846293";"000AE"
"2016-958710";"2016-09-09";"1";"Vente";"246000.0";"2.0";"None";"ALL DUMONT D URVILLE";"0127";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0015";"None";"None";"11";"91.59";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"1";"Maison";"91.0";"4.0";"S";"sols";"None";"None";"1.0";"2.639248";"48.848453";"000AE"
"2016-959147";"2016-09-09";"1";"Vente";"181000.0";"3.0";"None";"ALL DE LA CARAVELLE";"0084";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0158";"None";"None";"31";"nan";"9";"66.37";"None";"None";"None";"None";"None";"None";"2";"2";"Appartement";"66.0";"3.0";"None";"None";"None";"None";"nan";"2.644128";"48.846618";"000AE"
"2016-959147";"2016-09-09";"1";"Vente";"181000.0";"3.0";"None";"ALL DE LA CARAVELLE";"0084";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0158";"None";"None";"38";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.644128";"48.846618";"000AE"
"2016-958985";"2016-08-31";"1";"Vente";"170000.0";"11.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0059";"None";"None";"38";"62.91";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"63.0";"3.0";"None";"None";"None";"None";"nan";"2.644406";"48.844072";"000AE"
"2016-958985";"2016-08-31";"1";"Vente";"170000.0";"7.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0059";"None";"None";"90";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.644406";"48.844072";"000AE"
"2016-958295";"2016-08-25";"1";"Vente";"280000.0";"4.0";"None";"ALL DUMONT D URVILLE";"0127";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0015";"None";"None";"12";"97.36";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"1";"Maison";"91.0";"4.0";"S";"sols";"None";"None";"86.0";"2.639248";"48.848453";"000AE"
"2016-958953";"2016-08-25";"1";"Vente";"134160.0";"7.0";"None";"RUE CHARLES BAUDELAIRE";"0101";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0061";"None";"None";"250";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"70.0";"3.0";"None";"None";"None";"None";"nan";"2.646012";"48.843945";"000AE"
"2016-958297";"2016-08-25";"1";"Vente";"12000.0";"9001.0";"None";"RUE DU BEAUREGARD";"0042";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0002";"None";"None";"38";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.639724";"48.848981";"000AE"
"2016-958953";"2016-08-25";"1";"Vente";"134160.0";"3.0";"None";"RUE CHARLES BAUDELAIRE";"0101";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0061";"None";"None";"284";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.646012";"48.843945";"000AE"
"2016-958739";"2016-08-17";"1";"Vente";"132990.0";"1.0";"None";"RUE CHARLES BAUDELAIRE";"0101";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0061";"None";"None";"232";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"69.0";"3.0";"None";"None";"None";"None";"nan";"2.646012";"48.843945";"000AE"
"2016-958739";"2016-08-17";"1";"Vente";"132990.0";"3.0";"None";"RUE CHARLES BAUDELAIRE";"0101";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0061";"None";"None";"307";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.646012";"48.843945";"000AE"
"2016-957775";"2016-07-29";"1";"Vente";"261000.0";"25.0";"None";"ALL PIROUETTE";"0441";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0002";"None";"None";"23";"115.26";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"111.0";"6.0";"None";"None";"None";"None";"nan";"2.639724";"48.848981";"000AE"
"2016-957775";"2016-07-29";"1";"Vente";"261000.0";"9001.0";"None";"RUE DU BEAUREGARD";"0042";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0002";"None";"None";"40";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.639724";"48.848981";"000AE"
"2016-956620";"2016-06-17";"1";"Vente";"96000.0";"6.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"108";"28.0";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"27.0";"1.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2016-956620";"2016-06-17";"1";"Vente";"96000.0";"13.0";"None";"RUE VICTOR HUGO";"0491";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"202";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2016-955210";"2016-05-16";"1";"Vente";"177000.0";"11.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0059";"None";"None";"41";"64.02";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"63.0";"3.0";"None";"None";"None";"None";"nan";"2.644406";"48.844072";"000AE"
"2016-955210";"2016-05-16";"1";"Vente";"177000.0";"7.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0059";"None";"None";"108";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.644406";"48.844072";"000AE"
"2016-955127";"2016-05-04";"1";"Vente";"243000.0";"21.0";"None";"ALL DUMONT D URVILLE";"0127";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0015";"None";"None";"23";"108.8";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"1";"Maison";"91.0";"4.0";"S";"sols";"None";"None";"91.0";"2.639248";"48.848453";"000AE"
"2016-955213";"2016-04-15";"1";"Vente";"188730.0";"17.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"13";"66.29";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"66.0";"3.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2016-955213";"2016-04-15";"1";"Vente";"188730.0";"17.0";"B";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"74";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2016-954438";"2016-03-29";"1";"Vente";"213000.0";"13.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0059";"None";"None";"62";"101.2";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"104.0";"4.0";"None";"None";"None";"None";"nan";"2.644406";"48.844072";"000AE"
"2016-954438";"2016-03-29";"1";"Vente";"213000.0";"7.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0059";"None";"None";"105";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.644406";"48.844072";"000AE"
"2016-954739";"2016-03-26";"1";"Vente";"277900.0";"3.0";"None";"ALL DU COMMANDANT CHARCOT";"0116";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0015";"None";"None";"39";"93.0";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"1";"Maison";"91.0";"4.0";"S";"sols";"None";"None";"113.0";"2.639248";"48.848453";"000AE"
"2016-954116";"2016-03-25";"1";"Vente";"295000.0";"26.0";"None";"RUE DU BEAUREGARD";"0042";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0021";"None";"None";"12";"125.0";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"1";"Maison";"122.0";"6.0";"S";"sols";"None";"None";"139.0";"2.640977";"48.847877";"000AE"
"2016-953714";"2016-03-08";"1";"Vente";"136000.0";"13.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0059";"None";"None";"54";"53.07";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"54.0";"2.0";"None";"None";"None";"None";"nan";"2.644406";"48.844072";"000AE"
"2016-953610";"2016-03-04";"1";"Vente";"11300.0";"nan";"None";"RUE DU BEAUREGARD";"0042";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0095";"None";"None";"None";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"0";"None";"None";"nan";"nan";"S";"sols";"None";"None";"263.0";"2.644428";"48.848069";"000AE"
"2016-953611";"2016-03-04";"1";"Vente";"1.0";"nan";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0224";"None";"None";"None";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"0";"None";"None";"nan";"nan";"S";"sols";"None";"None";"20.0";"2.642901";"48.844596";"000AE"
"2016-953611";"2016-03-04";"1";"Vente";"1.0";"nan";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0225";"None";"None";"None";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"0";"None";"None";"nan";"nan";"S";"sols";"None";"None";"19.0";"2.645872";"48.844126";"000AE"
"2016-953611";"2016-03-04";"1";"Vente";"1.0";"nan";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0228";"None";"None";"None";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"0";"None";"None";"nan";"nan";"S";"sols";"None";"None";"11830.0";"2.644169";"48.844511";"000AE"
"2016-952733";"2016-01-22";"1";"Vente";"225000.0";"1.0";"None";"ALL DU COMMANDANT CHARCOT";"0116";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0015";"None";"None";"40";"81.11";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"1";"Maison";"83.0";"3.0";"S";"sols";"None";"None";"76.0";"2.639248";"48.848453";"000AE"
"2016-952990";"2016-01-15";"1";"Vente";"149040.0";"3.0";"None";"RUE CHARLES BAUDELAIRE";"0101";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0061";"None";"None";"204";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"91.0";"4.0";"None";"None";"None";"None";"nan";"2.646012";"48.843945";"000AE"
"2016-952990";"2016-01-15";"1";"Vente";"149040.0";"1.0";"None";"RUE CHARLES BAUDELAIRE";"0101";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0061";"None";"None";"275";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.646012";"48.843945";"000AE"
"2016-952565";"2016-01-06";"1";"Vente";"179900.0";"16.0";"None";"CRS DE L ARCHE GUEDON";"0008";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0002";"None";"None";"336";"70.11";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"67.0";"3.0";"None";"None";"None";"None";"nan";"2.639724";"48.848981";"000AE"
"2015-894732";"2015-12-22";"1";"Vente";"193000.0";"6.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"106";"69.52";"169";"nan";"None";"None";"None";"None";"None";"None";"2";"2";"Appartement";"69.0";"3.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2015-894732";"2015-12-22";"1";"Vente";"193000.0";"6.0";"None";"RUE JULES VALLES";"0329";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0091";"None";"None";"156";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.642604";"48.844414";"000AE"
"2015-894850";"2015-12-09";"1";"Vente";"119140.0";"3.0";"None";"RUE CHARLES BAUDELAIRE";"0101";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0061";"None";"None";"255";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"2";"Appartement";"52.0";"2.0";"None";"None";"None";"None";"nan";"2.646012";"48.843945";"000AE"
"2015-894850";"2015-12-09";"1";"Vente";"119140.0";"1.0";"None";"RUE CHARLES BAUDELAIRE";"0101";"77200";"77468";"Torcy";"77";"None";"None";"77468000AE0061";"None";"None";"271";"nan";"None";"nan";"None";"None";"None";"None";"None";"None";"1";"3";"Dépendance";"nan";"0.0";"None";"None";"None";"None";"nan";"2.646012";"48.843945";"000AE"
